,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
547,LP002772,Male,No,0,Graduate,No,Rural,Y,2526,1783.0,145.0,360.0,1.0
548,LP002776,Female,No,0,Graduate,No,Semiurban,N,5000,0.0,103.0,360.0,0.0
549,LP002777,Male,Yes,0,Graduate,No,Rural,Y,2785,2016.0,110.0,360.0,1.0
550,LP002778,Male,Yes,2,Graduate,Yes,Rural,N,6633,0.0,146.41216216216216,360.0,0.0
551,LP002784,Male,Yes,1,Not Graduate,No,Rural,Y,2492,2375.0,146.41216216216216,360.0,1.0
552,LP002785,Male,Yes,1,Graduate,No,Urban,Y,3333,3250.0,158.0,360.0,1.0
553,LP002788,Male,Yes,0,Not Graduate,No,Urban,N,2454,2333.0,181.0,360.0,0.0
554,LP002789,Male,Yes,0,Graduate,No,Rural,N,3593,4266.0,132.0,180.0,0.0
555,LP002792,Male,Yes,1,Graduate,No,Semiurban,Y,5468,1032.0,26.0,360.0,1.0
556,LP002794,Female,No,0,Graduate,No,Urban,Y,2667,1625.0,84.0,360.0,0.8421985815602837
557,LP002795,Male,Yes,3+,Graduate,Yes,Semiurban,Y,10139,0.0,260.0,360.0,1.0
558,LP002798,Male,Yes,0,Graduate,No,Semiurban,Y,3887,2669.0,162.0,360.0,1.0
559,LP002804,Female,Yes,0,Graduate,No,Semiurban,Y,4180,2306.0,182.0,360.0,1.0
560,LP002807,Male,Yes,2,Not Graduate,No,Semiurban,Y,3675,242.0,108.0,360.0,1.0
561,LP002813,Female,Yes,1,Graduate,Yes,Semiurban,Y,19484,0.0,600.0,360.0,1.0
562,LP002820,Male,Yes,0,Graduate,No,Rural,Y,5923,2054.0,211.0,360.0,1.0
563,LP002821,Male,No,0,Not Graduate,Yes,Semiurban,Y,5800,0.0,132.0,360.0,1.0
564,LP002832,Male,Yes,2,Graduate,No,Urban,N,8799,0.0,258.0,360.0,0.0
565,LP002833,Male,Yes,0,Not Graduate,No,Rural,Y,4467,0.0,120.0,360.0,0.8421985815602837
566,LP002836,Male,No,0,Graduate,No,Urban,Y,3333,0.0,70.0,360.0,1.0
567,LP002837,Male,Yes,3+,Graduate,No,Rural,N,3400,2500.0,123.0,360.0,0.0
568,LP002840,Female,No,0,Graduate,No,Urban,N,2378,0.0,9.0,360.0,1.0
569,LP002841,Male,Yes,0,Graduate,No,Urban,N,3166,2064.0,104.0,360.0,0.0
570,LP002842,Male,Yes,1,Graduate,No,Urban,Y,3417,1750.0,186.0,360.0,1.0
571,LP002847,Male,Yes,0,Graduate,No,Urban,N,5116,1451.0,165.0,360.0,0.0
572,LP002855,Male,Yes,2,Graduate,No,Urban,Y,16666,0.0,275.0,360.0,1.0
573,LP002862,Male,Yes,2,Not Graduate,No,Semiurban,N,6125,1625.0,187.0,480.0,1.0
574,LP002863,Male,Yes,3+,Graduate,No,Semiurban,N,6406,0.0,150.0,360.0,1.0
575,LP002868,Male,Yes,2,Graduate,No,Urban,Y,3159,461.0,108.0,84.0,1.0
576,LP002872,Male,Yes,0,Graduate,No,Semiurban,N,3087,2210.0,136.0,360.0,0.0
577,LP002874,Male,No,0,Graduate,No,Urban,Y,3229,2739.0,110.0,360.0,1.0
578,LP002877,Male,Yes,1,Graduate,No,Rural,Y,1782,2232.0,107.0,360.0,1.0
579,LP002888,Male,No,0,Graduate,No,Urban,Y,3182,2917.0,161.0,360.0,1.0
580,LP002892,Male,Yes,2,Graduate,No,Semiurban,Y,6540,0.0,205.0,360.0,1.0
581,LP002893,Male,No,0,Graduate,No,Urban,N,1836,33837.0,90.0,360.0,1.0
582,LP002894,Female,Yes,0,Graduate,No,Semiurban,Y,3166,0.0,36.0,360.0,1.0
583,LP002898,Male,Yes,1,Graduate,No,Rural,N,1880,0.0,61.0,360.0,0.8421985815602837
584,LP002911,Male,Yes,1,Graduate,No,Rural,N,2787,1917.0,146.0,360.0,0.0
585,LP002912,Male,Yes,1,Graduate,No,Rural,N,4283,3000.0,172.0,84.0,1.0
586,LP002916,Male,Yes,0,Graduate,No,Urban,Y,2297,1522.0,104.0,360.0,1.0
587,LP002917,Female,No,0,Not Graduate,No,Semiurban,Y,2165,0.0,70.0,360.0,1.0
588,LP002925,Male,No,0,Graduate,No,Semiurban,Y,4750,0.0,94.0,360.0,1.0
589,LP002926,Male,Yes,2,Graduate,Yes,Semiurban,N,2726,0.0,106.0,360.0,0.0
590,LP002928,Male,Yes,0,Graduate,No,Semiurban,Y,3000,3416.0,56.0,180.0,1.0
591,LP002931,Male,Yes,2,Graduate,Yes,Semiurban,N,6000,0.0,205.0,240.0,1.0
592,LP002933,Male,No,3+,Graduate,Yes,Semiurban,Y,9357,0.0,292.0,360.0,1.0
593,LP002936,Male,Yes,0,Graduate,No,Rural,Y,3859,3300.0,142.0,180.0,1.0
594,LP002938,Male,Yes,0,Graduate,Yes,Urban,Y,16120,0.0,260.0,360.0,1.0
595,LP002940,Male,No,0,Not Graduate,No,Rural,Y,3833,0.0,110.0,360.0,1.0
596,LP002941,Male,Yes,2,Not Graduate,Yes,Rural,N,6383,1000.0,187.0,360.0,1.0
597,LP002943,Male,No,0,Graduate,No,Semiurban,N,2987,0.0,88.0,360.0,0.0
598,LP002945,Male,Yes,0,Graduate,Yes,Rural,Y,9963,0.0,180.0,360.0,1.0
599,LP002948,Male,Yes,2,Graduate,No,Urban,Y,5780,0.0,192.0,360.0,1.0
600,LP002949,Female,No,3+,Graduate,No,Urban,N,416,41667.0,350.0,180.0,0.8421985815602837
601,LP002950,Male,Yes,0,Not Graduate,No,Rural,Y,2894,2792.0,155.0,360.0,1.0
602,LP002953,Male,Yes,3+,Graduate,No,Urban,Y,5703,0.0,128.0,360.0,1.0
603,LP002958,Male,No,0,Graduate,No,Rural,Y,3676,4301.0,172.0,360.0,1.0
604,LP002959,Female,Yes,1,Graduate,No,Semiurban,Y,12000,0.0,496.0,360.0,1.0
605,LP002960,Male,Yes,0,Not Graduate,No,Urban,N,2400,3800.0,146.41216216216216,180.0,1.0
606,LP002961,Male,Yes,1,Graduate,No,Semiurban,Y,3400,2500.0,173.0,360.0,1.0
607,LP002964,Male,Yes,2,Not Graduate,No,Rural,Y,3987,1411.0,157.0,360.0,1.0
608,LP002974,Male,Yes,0,Graduate,No,Rural,Y,3232,1950.0,108.0,360.0,1.0
609,LP002978,Female,No,0,Graduate,No,Rural,Y,2900,0.0,71.0,360.0,1.0
610,LP002979,Male,Yes,3+,Graduate,No,Rural,Y,4106,0.0,40.0,180.0,1.0
611,LP002983,Male,Yes,1,Graduate,No,Urban,Y,8072,240.0,253.0,360.0,1.0
612,LP002984,Male,Yes,2,Graduate,No,Urban,Y,7583,0.0,187.0,360.0,1.0
613,LP002990,Female,No,0,Graduate,Yes,Semiurban,N,4583,0.0,133.0,360.0,0.0
